enabled,model_id,brand_title,series_title,model_title,reason,source_batch,note
1,23208,360,360 手表,360老人电话智能定位健康手表OL201,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,15367,360,360 手表,6C,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,14636,360,360 手表,6S,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,14639,360,360 手表,6W,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,18742,360,360 手表,7X,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,17490,360,360 手表,7c,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,17493,360,360 手表,7w,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,21010,360,360 手表,8X,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,22265,360,360 手表,B1,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,25769,360,360 手表,Cl pro,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,21908,360,360 手表,P1,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,10005,360,360 手表,SE,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,17848,360,360 手表,SE3,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,16431,360,360 手表,SE3PLUS,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,58014,360,360 手表,W103,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,15191,360,360 手表,X1,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,25947,360,360 手表,k3s,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,23060,360,360 手表,w910,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,17496,360,360 手表,x1 pro,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,21435,360,360 手表,小安A1,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,21021,360,360 扫地机器人,S5,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,21023,360,360 扫地机器人,S6,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,21019,360,360 扫地机器人,S7,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35943,360,360 扫地机器人,x90,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,20302,360,360 摄像头,360 智能摄像机云台版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,20307,360,360 摄像头,360 智能摄像机室外防水版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,42554,360,360 摄像头,360 智能摄像机小水滴,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,42557,360,360 摄像头,360摄像头室外球机5C,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,21013,360,360 摄像头,360摄像头店铺版第二代,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,10190,360,360 摄像头,360智能摄像头悬浮板,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,10191,360,360 摄像头,360智能摄像头看店宝,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,10189,360,360 摄像头,智能摄像头标准版,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,42563,360,360 智能门铃,可视门铃5C,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,42564,360,360 智能门铃,可视门铃5MAX,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,42562,360,360 智能门铃,可视门铃5Pro,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,20561,360,360 耳机,DM2018,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,21014,360,360 行车记录仪,2K高清视频G800,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,21016,360,360 行车记录仪,G300,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,42565,360,360 行车记录仪,G300 3K,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,21017,360,360 行车记录仪,G300Pro,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,42567,360,360 行车记录仪,G580Pro,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,42566,360,360 行车记录仪,G600升级版,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,21015,360,360 行车记录仪,G600标准版,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,42571,360,360 行车记录仪,K380 ,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,42570,360,360 行车记录仪,K680 3K,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,42569,360,360 行车记录仪,K980 4K,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,42568,360,360 行车记录仪,M320Pro,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,20468,360,360 行车记录仪,美猴王版,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,31292,360,360 路由器,C5S,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,24846,360,360 路由器,F5S,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,25306,360,360 路由器,F5pro,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,24843,360,360 路由器,P4,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,25423,360,360 路由器,T5G,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,24894,360,360 路由器,T5S,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,25008,360,360 路由器,v5S,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,25282,360,360 路由器,安全路由器2 T2,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,25281,360,360 路由器,安全路由器2 T3,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,25308,360,360 音箱,360AI音箱,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,20549,360,360 音箱,360AI音箱MAX,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,20652,360,360 音箱,360AI音箱MAX－M1,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,11316,8848,8848 M3 系列,M3 巅峰蜥蜴版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,13939,8848,8848 M3 系列,M3 牛皮,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,13934,8848,8848 M3 系列,M3 鳄鱼皮,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,9634,8848,8848 M3 系列,M3大鳄巅峰版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,7804,8848,8848 M3 系列,M3尊享黑,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,11848,8848,8848 M3 系列,M3尼罗鳄鱼皮黑,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,7803,8848,8848 M3 系列,M3巅峰版,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,11847,8848,8848 M3 系列,M3雅士黑鳄鱼皮黑,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,7576,8848,8848 M3 系列,M3风尚蓝,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,9863,8848,8848 M3 系列,故宫版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,13916,8848,8848 M4 系列,GT版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,21203,8848,8848 M4 系列,M4 锐志版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,16269,8848,8848 M4 系列,M4劳伦斯绿,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,13084,8848,8848 M4 系列,M4尊享版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,13085,8848,8848 M4 系列,M4巅峰版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,18909,8848,8848 M4 系列,M4巅峰牛皮,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,13424,8848,8848 M4 系列,M4巅峰蜥蜴皮,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,18912,8848,8848 M4 系列,M4巅峰鳄鱼皮,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,16265,8848,8848 M4 系列,M4巴塞尔-2018,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,13439,8848,8848 M4 系列,M4牛皮,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,14248,8848,8848 M4 系列,M4祥龙版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,16268,8848,8848 M4 系列,M4精英版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,19968,8848,8848 M4 系列,M4至臻版蜥蜴皮,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,13420,8848,8848 M4 系列,M4鳄鱼皮,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,14586,8848,8848 M4 系列,春夏新款 牛皮,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,14587,8848,8848 M4 系列,春夏新款 蜥蜴皮,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,14588,8848,8848 M4 系列,春夏新款 鳄鱼皮,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,21602,8848,8848 M5系列,M5 GT超跑版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,17244,8848,8848 M5系列,M5 尊享版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,17245,8848,8848 M5系列,M5 巅峰版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,17246,8848,8848 M5系列,M5 牛皮版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,22058,8848,8848 M5系列,M5 精英版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,21622,8848,8848 M5系列,M5 至臻版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,17250,8848,8848 M5系列,M5 蜥蜴皮版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,17243,8848,8848 M5系列,M5 锐志版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,21600,8848,8848 M5系列,M5 锐途版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,17254,8848,8848 M5系列,M5 鳄鱼皮版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,23317,8848,8848 M5系列,M5+ 灵感,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,19782,8848,8848 M5系列,M5祥龙版.献瑞,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,32969,8848,8848 M6系列,M6 GT超跑版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,24284,8848,8848 M6系列,M6 尊享版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,24286,8848,8848 M6系列,M6 巅峰版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35069,8848,8848 M6系列,M6 灵感版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,24288,8848,8848 M6系列,M6 私人定制版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,39680,8848,8848 M6系列,M6 至臻版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,32964,8848,8848 M6系列,M6 风尚版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,17035,8848,8848 V 系列,V1 尊享蓝,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,52153,8848,BDV M6,8+128G红棕色,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,52152,8848,BDV M6,8+128G黑色,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,47647,8848,手表,WATCH G1,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,48936,Nothing,Nothing Phone 2港版,12+256G白色,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,48937,Nothing,Nothing Phone 2港版,12+256G黑色,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,48938,Nothing,Nothing Phone 2港版,12+512G白色,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,48939,Nothing,Nothing Phone 2港版,12+512G黑色,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,44323,OPPO,OPPO A系列,A1 Pro,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,22646,OPPO,OPPO A系列,A11,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,36694,OPPO,OPPO A系列,A11s,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,22496,OPPO,OPPO A系列,A11x,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,29082,OPPO,OPPO A系列,A32,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,34295,OPPO,OPPO A系列,A35,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,24507,OPPO,OPPO A系列,A52,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,32621,OPPO,OPPO A系列,A53,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,40259,OPPO,OPPO A系列,A55s,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,45356,OPPO,OPPO A系列,A56s,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,31787,OPPO,OPPO A系列,A72n,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,23654,OPPO,OPPO A系列,A8,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,24437,OPPO,OPPO A系列,A92S,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,36006,OPPO,OPPO A系列,A93s,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,34772,OPPO,OPPO A系列,A95,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,38720,OPPO,OPPO A系列,A96,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,23963,OPPO,OPPO Find系列,Find X2,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,33848,OPPO,OPPO Find系列,Find X3 Pro,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,39094,OPPO,OPPO Find系列,Find X5 Pro天玑版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,40301,OPPO,OPPO K系列,K10 Pro 5G,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,47532,OPPO,OPPO K系列,K11x 5G,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,26139,OPPO,OPPO K系列,K7,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,31077,OPPO,OPPO K系列,K7x,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,34832,OPPO,OPPO K系列,K9,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,38607,OPPO,OPPO K系列,K9x 5G,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,29079,OPPO,OPPO Realme,Realme 真我V3,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,26032,OPPO,OPPO Realme,Realme 真我V5,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,23797,OPPO,OPPO Realme,Realme 真我X50,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
